Time [s];20;20;20;50;50;50;100;100;100;300;300;300;600;600;600;;20;20;20;50;50;50;100;100;100;300;300;300;600;600;600;D5;E1;E2;E3
Time [s];20;20;20;50;50;50;100;100;100;300;300;300;600;600;600;;20;20;20;50;50;50;100;100;100;300;300;300;600;600;600;;;;
2400.558;0.6307;0.6447;0.6417;0.6348;0.6017;0.624;0.6018;0.5869;0.6032;0.5257;0.5385;0.5328;0.4898;0.5205;0.5069;;0.7331;0.7296;0.7074;0.6838;0.6521;0.6452;0.6504;0.6095;0.6836;0.6791;0.6766;0.654;0.668;0.6688;0.6942;;0.2037;0.2074;0.206
2460.572;0.6287;0.6427;0.6397;0.6319;0.5989;0.6215;0.5985;0.5839;0.5997;0.5205;0.5334;0.5275;0.4835;0.5146;0.5015;;0.7313;0.7275;0.7058;0.6825;0.6504;0.6443;0.6488;0.6084;0.6828;0.6792;0.6757;0.6525;0.6667;0.6687;0.692;;0.2039;0.2071;0.2062
2520.59;0.6267;0.641;0.6379;0.6302;0.5966;0.6194;0.5953;0.5806;0.5963;0.5153;0.5283;0.522;0.4776;0.5083;0.4955;;0.73;0.726;0.7037;0.6808;0.6491;0.6422;0.6478;0.6069;0.6807;0.6759;0.6727;0.6508;0.6653;0.6664;0.6908;;0.2042;0.2064;0.2067
2580.603;0.625;0.6395;0.6363;0.6274;0.5943;0.617;0.592;0.5774;0.5934;0.5103;0.5232;0.517;0.4708;0.5023;0.4895;;0.7283;0.724;0.7027;0.6795;0.6474;0.6404;0.6449;0.6044;0.6789;0.6748;0.6712;0.6492;0.6633;0.6644;0.6886;;0.204;0.2055;0.2072
2640.629;0.6231;0.638;0.6347;0.6255;0.5918;0.6141;0.5888;0.5738;0.5895;0.5053;0.5181;0.5113;0.4645;0.4963;0.4838;;0.7265;0.7226;0.7008;0.6777;0.6458;0.6382;0.6426;0.6021;0.6769;0.6728;0.6696;0.6467;0.6618;0.6623;0.6866;;0.2042;0.2054;0.2077
2700.648;0.621;0.6358;0.6328;0.6229;0.5888;0.6117;0.5855;0.571;0.5863;0.5003;0.5129;0.5062;0.4582;0.4902;0.4783;;0.725;0.7214;0.6987;0.6759;0.6439;0.6368;0.6413;0.6009;0.6756;0.6713;0.6671;0.6452;0.6599;0.6613;0.6847;;0.2042;0.2061;0.208
2760.659;0.6189;0.6339;0.6309;0.6199;0.5864;0.6087;0.5826;0.5678;0.5828;0.4953;0.5076;0.5012;0.452;0.4845;0.4736;;0.7231;0.7198;0.6978;0.6746;0.6426;0.635;0.639;0.5987;0.6737;0.6702;0.6653;0.6424;0.6583;0.6593;0.6828;;0.2046;0.2064;0.2085
2820.675;0.6163;0.6317;0.6288;0.6174;0.5834;0.606;0.5789;0.5642;0.5799;0.4903;0.5031;0.496;0.4457;0.4789;0.4694;;0.7216;0.7184;0.6968;0.6731;0.6411;0.6338;0.6374;0.5973;0.6726;0.6688;0.6638;0.6412;0.657;0.6582;0.6808;;0.2051;0.2067;0.2088
2880.686;0.6145;0.6305;0.6272;0.6151;0.5809;0.6034;0.5758;0.5606;0.5763;0.4854;0.4976;0.4909;0.4399;0.4729;0.4636;;0.7203;0.7168;0.6943;0.6717;0.6398;0.6319;0.6351;0.5952;0.6711;0.6673;0.6624;0.639;0.6557;0.6564;0.6788;;0.2056;0.2077;0.2087
2940.708;0.6122;0.6283;0.6255;0.6127;0.5779;0.6007;0.5724;0.5571;0.5733;0.4806;0.4927;0.4861;0.4338;0.4671;0.4576;;0.7188;0.7157;0.6933;0.6707;0.6386;0.6302;0.6331;0.593;0.6693;0.6653;0.6602;0.6378;0.6539;0.6553;0.6768;;0.2058;0.2083;0.2091
